"GeneID","SeqID","CMSVM._Localization","CMSVM._Details","CytoSVM._Localization","CytoSVM._Details","ECSVM._Localization","ECSVM._Details","ModHMM._Localization","ModHMM._Details","Motif._Localization","Motif._Details","OMPMotif._Localization","OMPMotif._Details","OMSVM._Localization","OMSVM._Details","PPSVM._Localization","PPSVM._Details","Profile._Localization","Profile._Details","SCL.BLAST._Localization","SCL.BLAST._Details","SCL.BLASTe._Localization","SCL.BLASTe._Details","Signal._Localization","Signal._Details","Cytoplasmic_Score","CytoplasmicMembrane_Score","Periplasmic_Score","OuterMembrane_Score","Extracellular_Score","Final_Localization","Final_Localization_Details","Final_Score","Secondary_Localization","PSortb_Version","System","Process","Pathway","Protein"
"slr7073","slr7073 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","1 internal helix found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7076","slr7076 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7080","slr7080 unknown protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr7081","slr7081 unknown protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr7082","slr7082 unknown protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr7083","slr7083 unknown protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr7088","slr7088 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7091","slr7091 hypothetical protein","CytoplasmicMembrane",NA,"Unknown",NA,"Unknown",NA,"CytoplasmicMembrane","3 internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Non-Cytoplasmic","Signal peptide detected",0,10,0,0,0,"CytoplasmicMembrane","",10,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7092","slr7092 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7094","slr7094 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7095","slr7095 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7096","slr7096 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7097","slr7097 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7098","slr7098 unknown protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr7099","slr7099 unknown protein","CytoplasmicMembrane",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",0.04,9.82,0.12,0.01,0.01,"CytoplasmicMembrane","",9.82,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr7100","slr7100 unknown protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"CytoplasmicMembrane","4 internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",0.04,9.46,0.07,0.18,0.25,"CytoplasmicMembrane","",9.46,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr7101","slr7101 unknown protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr7102","slr7102 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Non-Cytoplasmic","Signal peptide detected",0,2.5,2.5,2.5,2.5,"Unknown","",2.5,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr7104","slr7104 putative transposase [ISY100w: 100709 - 101654]","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Other categories","Transposon-related functions","putative transposase [ISY100w: 100709 - 101654]"
"slr7105","slr7105 putative transposase [ISY100w: 100709 - 101654]","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Other categories","Transposon-related functions","putative transposase [ISY100w: 100709 - 101654]"
"slr8014","slr8014 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr8015","slr8015 plasmid partitioning protein, ParA family","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Other categories","Other","plasmid partitioning protein, ParA family"
"slr8016","slr8016 plasmid partitioning protein, ParB","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Other categories","Other","plasmid partitioning protein, ParB"
"slr8021","slr8021 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr8022","slr8022 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr8023","slr8023 probable esterase","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Cytoplasmic","matched 16080492: para-nitrobenzyl esterase (intracellular esterase B) [Bacillus subtilis subsp. subtilis str. 168]","Unknown","No matches against database","Unknown","No signal peptide detected",9.26,0.24,0.48,0.01,0.01,"Cytoplasmic","",9.26,"","PSORTb version 3.0",NA,"Other categories","Other","probable esterase"
"slr8026","slr8026 transcriptional regulatory protein MarR family","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Cytoplasmic","matched 1172058: Cytoplasmic protein","Unknown","No matches against database","Unknown","No signal peptide detected",9.97,0.01,0.01,0,0,"Cytoplasmic","",9.97,"","PSORTb version 3.0",NA,"Regulatory functions","","transcriptional regulatory protein MarR family"
"slr8029","slr8029 resolvase","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Other categories","Transposon-related functions","resolvase"
"slr8030","slr8030 hypothetical protein","CytoplasmicMembrane",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",0.04,9.82,0.12,0.01,0.01,"CytoplasmicMembrane","",9.82,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr8036","slr8036 probable acetyltransferase","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Cytoplasmic","matched 15597467: probable acetyltransferase[Pseudomonas aeruginosa PAO1]","Unknown","No matches against database","Unknown","No signal peptide detected",9.97,0.01,0.01,0,0,"Cytoplasmic","",9.97,"","PSORTb version 3.0",NA,"Other categories","Other","probable acetyltransferase"
"slr8037","slr8037 probable acetyltransferase","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Other categories","Other","probable acetyltransferase"
